time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
9.2,1,10.24,0.293582,0.0372108,0,44.8625,-140,0
9.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.3,1,10.24,0.293051,0.0362234,0,44.8625,-140,0
9.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.4,1,10.24,0.296296,0.0384572,0,44.8625,-140,0
9.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.5,1,10.24,0.302675,0.015712,0,44.8625,-140,0
9.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.6,1,10.2298,0.290642,0.0329617,0,44.8625,-140,0
9.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.7,1,10.24,0.293658,0.0366698,0,44.8625,-140,0
9.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.8,1,10.24,0.29268,0.0362064,0,44.8625,-140,0
9.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.9,1,10.2502,0.292921,0.0368641,0,44.8625,-140,0
9.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
10,1,10.2298,0.293078,0.0386477,0,44.8625,-140,0
10,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.1,1,10.2502,0.292511,0.0374305,0,44.8625,-140,0
10.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.2,1,10.24,0.292417,0.0377125,0,44.8625,-140,0
10.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.3,1,10.24,0.291787,0.0384572,0,44.8625,-140,0
10.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.4,1,10.2298,0.29167,0.0380908,0,44.8625,-140,0
10.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.5,1,10.24,0.29131,0.0386446,0,44.8625,-140,0
10.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.6,1,10.24,0.291207,0.0383678,0,44.8625,-140,0
10.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.7,1,10.2502,0.289898,0.0372423,0,44.8625,-140,0
10.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.8,1,10.24,0.290006,0.0378019,0,44.8625,-140,0
10.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.9,1,10.2298,0.289592,0.0376378,0,44.8625,-140,0
10.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
11,1,10.2502,0.28926,0.0373985,0,44.8625,-140,0
11,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.1,1,10.24,0.28885,0.0373503,0,44.8625,-140,0
11.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.2,1,10.2298,0.288243,0.03683,0,44.8625,-140,0
11.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.3,1,10.24,0.288051,0.0366878,0,44.8625,-140,0
11.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.4,1,10.2502,0.287275,0.0357736,0,44.8625,-140,0
11.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.5,1,10.24,0.286962,0.0357344,0,44.8625,-140,0
11.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.6,1,10.24,0.286578,0.0360702,0,44.8625,-140,0
11.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.7,1,10.24,0.286283,0.0355881,0,44.8625,-140,0
11.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.8,1,10.24,0.28606,0.0355417,0,44.8625,-140,0
11.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.9,1,10.24,0.285913,0.0354506,0,44.8625,-140,0
11.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
12,1,10.24,0.285439,0.0349614,0,44.8625,-140,0
12,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.1,1,10.24,0.285221,0.035106,0,44.8625,-140,0
12.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.2,1,10.24,0.285127,0.0350614,0,44.8625,-140,0
12.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.3,1,10.24,0.28498,0.0347454,0,44.8625,-140,0
12.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.4,1,10.24,0.284239,0.0342454,0,44.8625,-140,0
12.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.5,1,10.24,0.284792,0.0346561,0,44.8625,-140,0
12.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.6,1,10.24,0.285846,0.0436525,0,44.8625,-140,0
12.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.7,1,10.24,0.281529,0.0326547,0,44.8625,-140,0
12.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.8,1,10.24,0.284837,0.0358168,0,44.8625,-140,0
12.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.9,1,10.24,0.284761,0.034965,0,44.8625,-140,0
12.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
13,1,10.24,0.284801,0.0348132,0,44.8625,-140,0
13,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.1,1,10.2298,0.285137,0.0354951,0,44.8625,-140,0
13.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.2,1,10.2502,0.284863,0.0351156,0,44.8625,-140,0
13.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.3,1,10.2298,0.286603,0.0372288,0,44.8625,-140,0
13.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
