time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
12.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
13,1,10.24,0.275891,0.03,0,44.8625,-140,0
13,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
13.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
14,1,10.24,0.275891,0.03,0,44.8625,-140,0
14,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
14.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
